interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,last_modified_local,last_modified_utc,zone,generation_forecast
2026-07-01 06:00:00-05:00,2026-07-01 11:00:00+00:00,2026-07-01 07:00:00-05:00,2026-07-01 12:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,251.8
2026-07-01 07:00:00-05:00,2026-07-01 12:00:00+00:00,2026-07-01 08:00:00-05:00,2026-07-01 13:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,250.4
2026-07-01 08:00:00-05:00,2026-07-01 13:00:00+00:00,2026-07-01 09:00:00-05:00,2026-07-01 14:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,265.3
2026-07-01 09:00:00-05:00,2026-07-01 14:00:00+00:00,2026-07-01 10:00:00-05:00,2026-07-01 15:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,261.0
2026-07-01 10:00:00-05:00,2026-07-01 15:00:00+00:00,2026-07-01 11:00:00-05:00,2026-07-01 16:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,248.4
2026-07-01 11:00:00-05:00,2026-07-01 16:00:00+00:00,2026-07-01 12:00:00-05:00,2026-07-01 17:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,253.4
2026-07-01 12:00:00-05:00,2026-07-01 17:00:00+00:00,2026-07-01 13:00:00-05:00,2026-07-01 18:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,255.6
2026-07-01 13:00:00-05:00,2026-07-01 18:00:00+00:00,2026-07-01 14:00:00-05:00,2026-07-01 19:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,260.2
2026-07-01 14:00:00-05:00,2026-07-01 19:00:00+00:00,2026-07-01 15:00:00-05:00,2026-07-01 20:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,260.0
2026-07-01 15:00:00-05:00,2026-07-01 20:00:00+00:00,2026-07-01 16:00:00-05:00,2026-07-01 21:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,260.3
2026-07-01 16:00:00-05:00,2026-07-01 21:00:00+00:00,2026-07-01 17:00:00-05:00,2026-07-01 22:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,251.7
2026-07-01 17:00:00-05:00,2026-07-01 22:00:00+00:00,2026-07-01 18:00:00-05:00,2026-07-01 23:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,228.9
2026-07-01 18:00:00-05:00,2026-07-01 23:00:00+00:00,2026-07-01 19:00:00-05:00,2026-07-02 00:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,233.0
2026-07-01 19:00:00-05:00,2026-07-02 00:00:00+00:00,2026-07-01 20:00:00-05:00,2026-07-02 01:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,257.9
2026-07-01 20:00:00-05:00,2026-07-02 01:00:00+00:00,2026-07-01 21:00:00-05:00,2026-07-02 02:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,282.7
2026-07-01 21:00:00-05:00,2026-07-02 02:00:00+00:00,2026-07-01 22:00:00-05:00,2026-07-02 03:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,328.7
2026-07-01 22:00:00-05:00,2026-07-02 03:00:00+00:00,2026-07-01 23:00:00-05:00,2026-07-02 04:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,348.4
2026-07-01 23:00:00-05:00,2026-07-02 04:00:00+00:00,2026-07-02 00:00:00-05:00,2026-07-02 05:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,367.5
2026-07-02 00:00:00-05:00,2026-07-02 05:00:00+00:00,2026-07-02 01:00:00-05:00,2026-07-02 06:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,375.9
2026-07-02 01:00:00-05:00,2026-07-02 06:00:00+00:00,2026-07-02 02:00:00-05:00,2026-07-02 07:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,369.9
2026-07-02 02:00:00-05:00,2026-07-02 07:00:00+00:00,2026-07-02 03:00:00-05:00,2026-07-02 08:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,378.7
2026-07-02 03:00:00-05:00,2026-07-02 08:00:00+00:00,2026-07-02 04:00:00-05:00,2026-07-02 09:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,401.1
2026-07-02 04:00:00-05:00,2026-07-02 09:00:00+00:00,2026-07-02 05:00:00-05:00,2026-07-02 10:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,382.1
2026-07-02 05:00:00-05:00,2026-07-02 10:00:00+00:00,2026-07-02 06:00:00-05:00,2026-07-02 11:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Bruce,436.0
2026-06-27 08:00:00-05:00,2026-06-27 13:00:00+00:00,2026-06-27 09:00:00-05:00,2026-06-27 14:00:00+00:00,2026-06-27 07:33:19-05:00,2026-06-27 12:33:19+00:00,2026-06-27 07:56:00-05:00,2026-06-27 12:56:00+00:00,Northeast,2.1
2026-06-27 09:00:00-05:00,2026-06-27 14:00:00+00:00,2026-06-27 10:00:00-05:00,2026-06-27 15:00:00+00:00,2026-06-27 08:33:20-05:00,2026-06-27 13:33:20+00:00,2026-06-27 08:56:00-05:00,2026-06-27 13:56:00+00:00,Northeast,0.0
2026-06-27 10:00:00-05:00,2026-06-27 15:00:00+00:00,2026-06-27 11:00:00-05:00,2026-06-27 16:00:00+00:00,2026-06-27 09:33:24-05:00,2026-06-27 14:33:24+00:00,2026-06-27 09:56:00-05:00,2026-06-27 14:56:00+00:00,Northeast,0.0
2026-06-27 11:00:00-05:00,2026-06-27 16:00:00+00:00,2026-06-27 12:00:00-05:00,2026-06-27 17:00:00+00:00,2026-06-27 10:33:25-05:00,2026-06-27 15:33:25+00:00,2026-06-27 10:56:00-05:00,2026-06-27 15:56:00+00:00,Northeast,1.0
2026-06-27 12:00:00-05:00,2026-06-27 17:00:00+00:00,2026-06-27 13:00:00-05:00,2026-06-27 18:00:00+00:00,2026-06-27 11:33:24-05:00,2026-06-27 16:33:24+00:00,2026-06-27 11:56:00-05:00,2026-06-27 16:56:00+00:00,Northeast,1.0
2026-06-27 13:00:00-05:00,2026-06-27 18:00:00+00:00,2026-06-27 14:00:00-05:00,2026-06-27 19:00:00+00:00,2026-06-27 12:33:19-05:00,2026-06-27 17:33:19+00:00,2026-06-27 12:56:00-05:00,2026-06-27 17:56:00+00:00,Northeast,3.0
2026-06-27 14:00:00-05:00,2026-06-27 19:00:00+00:00,2026-06-27 15:00:00-05:00,2026-06-27 20:00:00+00:00,2026-06-27 13:33:08-05:00,2026-06-27 18:33:08+00:00,2026-06-27 13:56:00-05:00,2026-06-27 18:56:00+00:00,Northeast,3.9
2026-06-27 15:00:00-05:00,2026-06-27 20:00:00+00:00,2026-06-27 16:00:00-05:00,2026-06-27 21:00:00+00:00,2026-06-27 14:33:14-05:00,2026-06-27 19:33:14+00:00,2026-06-27 14:56:00-05:00,2026-06-27 19:56:00+00:00,Northeast,4.0
2026-06-27 16:00:00-05:00,2026-06-27 21:00:00+00:00,2026-06-27 17:00:00-05:00,2026-06-27 22:00:00+00:00,2026-06-27 15:33:08-05:00,2026-06-27 20:33:08+00:00,2026-06-27 15:56:00-05:00,2026-06-27 20:56:00+00:00,Northeast,3.7
2026-06-27 17:00:00-05:00,2026-06-27 22:00:00+00:00,2026-06-27 18:00:00-05:00,2026-06-27 23:00:00+00:00,2026-06-27 16:33:08-05:00,2026-06-27 21:33:08+00:00,2026-06-27 16:56:00-05:00,2026-06-27 21:56:00+00:00,Northeast,4.4
2026-06-27 18:00:00-05:00,2026-06-27 23:00:00+00:00,2026-06-27 19:00:00-05:00,2026-06-28 00:00:00+00:00,2026-06-27 17:33:09-05:00,2026-06-27 22:33:09+00:00,2026-06-27 17:56:00-05:00,2026-06-27 22:56:00+00:00,Northeast,4.4
2026-06-27 19:00:00-05:00,2026-06-28 00:00:00+00:00,2026-06-27 20:00:00-05:00,2026-06-28 01:00:00+00:00,2026-06-27 18:33:09-05:00,2026-06-27 23:33:09+00:00,2026-06-27 18:56:00-05:00,2026-06-27 23:56:00+00:00,Northeast,4.1
2026-06-27 20:00:00-05:00,2026-06-28 01:00:00+00:00,2026-06-27 21:00:00-05:00,2026-06-28 02:00:00+00:00,2026-06-27 19:33:09-05:00,2026-06-28 00:33:09+00:00,2026-06-27 19:56:00-05:00,2026-06-28 00:56:00+00:00,Northeast,4.8
2026-06-27 21:00:00-05:00,2026-06-28 02:00:00+00:00,2026-06-27 22:00:00-05:00,2026-06-28 03:00:00+00:00,2026-06-27 20:33:14-05:00,2026-06-28 01:33:14+00:00,2026-06-27 20:56:00-05:00,2026-06-28 01:56:00+00:00,Northeast,4.2
2026-06-27 22:00:00-05:00,2026-06-28 03:00:00+00:00,2026-06-27 23:00:00-05:00,2026-06-28 04:00:00+00:00,2026-06-27 21:33:13-05:00,2026-06-28 02:33:13+00:00,2026-06-27 21:56:00-05:00,2026-06-28 02:56:00+00:00,Northeast,8.5
2026-06-27 23:00:00-05:00,2026-06-28 04:00:00+00:00,2026-06-28 00:00:00-05:00,2026-06-28 05:00:00+00:00,2026-06-27 22:33:13-05:00,2026-06-28 03:33:13+00:00,2026-06-27 22:56:00-05:00,2026-06-28 03:56:00+00:00,Northeast,5.4
2026-06-28 00:00:00-05:00,2026-06-28 05:00:00+00:00,2026-06-28 01:00:00-05:00,2026-06-28 06:00:00+00:00,2026-06-27 23:33:13-05:00,2026-06-28 04:33:13+00:00,2026-06-27 23:56:00-05:00,2026-06-28 04:56:00+00:00,Northeast,7.8
2026-06-28 01:00:00-05:00,2026-06-28 06:00:00+00:00,2026-06-28 02:00:00-05:00,2026-06-28 07:00:00+00:00,2026-06-28 00:33:13-05:00,2026-06-28 05:33:13+00:00,2026-06-28 00:56:00-05:00,2026-06-28 05:56:00+00:00,Northeast,5.6
2026-06-28 02:00:00-05:00,2026-06-28 07:00:00+00:00,2026-06-28 03:00:00-05:00,2026-06-28 08:00:00+00:00,2026-06-28 01:33:13-05:00,2026-06-28 06:33:13+00:00,2026-06-28 01:56:00-05:00,2026-06-28 06:56:00+00:00,Northeast,4.7
2026-06-28 03:00:00-05:00,2026-06-28 08:00:00+00:00,2026-06-28 04:00:00-05:00,2026-06-28 09:00:00+00:00,2026-06-28 02:33:13-05:00,2026-06-28 07:33:13+00:00,2026-06-28 02:56:00-05:00,2026-06-28 07:56:00+00:00,Northeast,6.7
2026-06-28 04:00:00-05:00,2026-06-28 09:00:00+00:00,2026-06-28 05:00:00-05:00,2026-06-28 10:00:00+00:00,2026-06-28 03:33:13-05:00,2026-06-28 08:33:13+00:00,2026-06-28 03:56:00-05:00,2026-06-28 08:56:00+00:00,Northeast,6.0
2026-06-28 05:00:00-05:00,2026-06-28 10:00:00+00:00,2026-06-28 06:00:00-05:00,2026-06-28 11:00:00+00:00,2026-06-28 04:33:13-05:00,2026-06-28 09:33:13+00:00,2026-06-28 04:56:00-05:00,2026-06-28 09:56:00+00:00,Northeast,4.8
2026-06-28 06:00:00-05:00,2026-06-28 11:00:00+00:00,2026-06-28 07:00:00-05:00,2026-06-28 12:00:00+00:00,2026-06-28 05:33:14-05:00,2026-06-28 10:33:14+00:00,2026-06-28 05:56:00-05:00,2026-06-28 10:56:00+00:00,Northeast,3.5
2026-06-28 07:00:00-05:00,2026-06-28 12:00:00+00:00,2026-06-28 08:00:00-05:00,2026-06-28 13:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,4.7
2026-06-28 08:00:00-05:00,2026-06-28 13:00:00+00:00,2026-06-28 09:00:00-05:00,2026-06-28 14:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,6.5
2026-06-28 09:00:00-05:00,2026-06-28 14:00:00+00:00,2026-06-28 10:00:00-05:00,2026-06-28 15:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,7.8
2026-06-28 10:00:00-05:00,2026-06-28 15:00:00+00:00,2026-06-28 11:00:00-05:00,2026-06-28 16:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,12.3
2026-06-28 11:00:00-05:00,2026-06-28 16:00:00+00:00,2026-06-28 12:00:00-05:00,2026-06-28 17:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,17.7
2026-06-28 12:00:00-05:00,2026-06-28 17:00:00+00:00,2026-06-28 13:00:00-05:00,2026-06-28 18:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,27.5
2026-06-28 13:00:00-05:00,2026-06-28 18:00:00+00:00,2026-06-28 14:00:00-05:00,2026-06-28 19:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,34.8
2026-06-28 14:00:00-05:00,2026-06-28 19:00:00+00:00,2026-06-28 15:00:00-05:00,2026-06-28 20:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,41.8
2026-06-28 15:00:00-05:00,2026-06-28 20:00:00+00:00,2026-06-28 16:00:00-05:00,2026-06-28 21:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,53.3
2026-06-28 16:00:00-05:00,2026-06-28 21:00:00+00:00,2026-06-28 17:00:00-05:00,2026-06-28 22:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,58.2
2026-06-28 17:00:00-05:00,2026-06-28 22:00:00+00:00,2026-06-28 18:00:00-05:00,2026-06-28 23:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,60.1
2026-06-28 18:00:00-05:00,2026-06-28 23:00:00+00:00,2026-06-28 19:00:00-05:00,2026-06-29 00:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,66.5
2026-06-28 19:00:00-05:00,2026-06-29 00:00:00+00:00,2026-06-28 20:00:00-05:00,2026-06-29 01:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,73.7
2026-06-28 20:00:00-05:00,2026-06-29 01:00:00+00:00,2026-06-28 21:00:00-05:00,2026-06-29 02:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,86.4
2026-06-28 21:00:00-05:00,2026-06-29 02:00:00+00:00,2026-06-28 22:00:00-05:00,2026-06-29 03:00:00+00:00,2026-06-28 06:33:08-05:00,2026-06-28 11:33:08+00:00,2026-06-28 06:56:00-05:00,2026-06-28 11:56:00+00:00,Northeast,99.6
2026-06-28 22:00:00-05:00,2026-06-29 03:00:00+00:00,2026-06-28 23:00:00-05:00,2026-06-29 04:00:00+00:00,2026-06-28 21:33:08-05:00,2026-06-29 02:33:08+00:00,2026-06-28 21:56:00-05:00,2026-06-29 02:56:00+00:00,Northeast,83.9
2026-06-28 23:00:00-05:00,2026-06-29 04:00:00+00:00,2026-06-29 00:00:00-05:00,2026-06-29 05:00:00+00:00,2026-06-28 22:33:13-05:00,2026-06-29 03:33:13+00:00,2026-06-28 22:56:00-05:00,2026-06-29 03:56:00+00:00,Northeast,74.4
2026-06-29 00:00:00-05:00,2026-06-29 05:00:00+00:00,2026-06-29 01:00:00-05:00,2026-06-29 06:00:00+00:00,2026-06-28 23:33:13-05:00,2026-06-29 04:33:13+00:00,2026-06-28 23:56:00-05:00,2026-06-29 04:56:00+00:00,Northeast,102.0
2026-06-29 01:00:00-05:00,2026-06-29 06:00:00+00:00,2026-06-29 02:00:00-05:00,2026-06-29 07:00:00+00:00,2026-06-29 00:33:09-05:00,2026-06-29 05:33:09+00:00,2026-06-29 00:56:00-05:00,2026-06-29 05:56:00+00:00,Northeast,121.2
2026-06-29 02:00:00-05:00,2026-06-29 07:00:00+00:00,2026-06-29 03:00:00-05:00,2026-06-29 08:00:00+00:00,2026-06-29 01:33:09-05:00,2026-06-29 06:33:09+00:00,2026-06-29 01:56:00-05:00,2026-06-29 06:56:00+00:00,Northeast,138.9
2026-06-29 03:00:00-05:00,2026-06-29 08:00:00+00:00,2026-06-29 04:00:00-05:00,2026-06-29 09:00:00+00:00,2026-06-29 02:33:14-05:00,2026-06-29 07:33:14+00:00,2026-06-29 02:56:00-05:00,2026-06-29 07:56:00+00:00,Northeast,161.0
2026-06-29 04:00:00-05:00,2026-06-29 09:00:00+00:00,2026-06-29 05:00:00-05:00,2026-06-29 10:00:00+00:00,2026-06-29 03:33:13-05:00,2026-06-29 08:33:13+00:00,2026-06-29 03:56:00-05:00,2026-06-29 08:56:00+00:00,Northeast,144.6
2026-06-29 05:00:00-05:00,2026-06-29 10:00:00+00:00,2026-06-29 06:00:00-05:00,2026-06-29 11:00:00+00:00,2026-06-29 04:33:13-05:00,2026-06-29 09:33:13+00:00,2026-06-29 04:56:00-05:00,2026-06-29 09:56:00+00:00,Northeast,138.9
2026-06-29 06:00:00-05:00,2026-06-29 11:00:00+00:00,2026-06-29 07:00:00-05:00,2026-06-29 12:00:00+00:00,2026-06-29 05:49:45-05:00,2026-06-29 10:49:45+00:00,2026-06-29 05:56:00-05:00,2026-06-29 10:56:00+00:00,Northeast,150.2
2026-06-29 07:00:00-05:00,2026-06-29 12:00:00+00:00,2026-06-29 08:00:00-05:00,2026-06-29 13:00:00+00:00,2026-06-29 06:33:09-05:00,2026-06-29 11:33:09+00:00,2026-06-29 06:56:00-05:00,2026-06-29 11:56:00+00:00,Northeast,136.8
2026-06-29 08:00:00-05:00,2026-06-29 13:00:00+00:00,2026-06-29 09:00:00-05:00,2026-06-29 14:00:00+00:00,2026-06-29 07:33:08-05:00,2026-06-29 12:33:08+00:00,2026-06-29 07:56:00-05:00,2026-06-29 12:56:00+00:00,Northeast,148.5
2026-06-29 09:00:00-05:00,2026-06-29 14:00:00+00:00,2026-06-29 10:00:00-05:00,2026-06-29 15:00:00+00:00,2026-06-29 08:33:23-05:00,2026-06-29 13:33:23+00:00,2026-06-29 08:56:00-05:00,2026-06-29 13:56:00+00:00,Northeast,142.0
2026-06-29 10:00:00-05:00,2026-06-29 15:00:00+00:00,2026-06-29 11:00:00-05:00,2026-06-29 16:00:00+00:00,2026-06-29 09:33:25-05:00,2026-06-29 14:33:25+00:00,2026-06-29 09:56:00-05:00,2026-06-29 14:56:00+00:00,Northeast,198.2
2026-06-29 11:00:00-05:00,2026-06-29 16:00:00+00:00,2026-06-29 12:00:00-05:00,2026-06-29 17:00:00+00:00,2026-06-29 10:33:18-05:00,2026-06-29 15:33:18+00:00,2026-06-29 10:57:00-05:00,2026-06-29 15:57:00+00:00,Northeast,170.2
2026-06-29 12:00:00-05:00,2026-06-29 17:00:00+00:00,2026-06-29 13:00:00-05:00,2026-06-29 18:00:00+00:00,2026-06-29 11:33:13-05:00,2026-06-29 16:33:13+00:00,2026-06-29 11:56:00-05:00,2026-06-29 16:56:00+00:00,Northeast,200.5
2026-06-29 13:00:00-05:00,2026-06-29 18:00:00+00:00,2026-06-29 14:00:00-05:00,2026-06-29 19:00:00+00:00,2026-06-29 12:33:08-05:00,2026-06-29 17:33:08+00:00,2026-06-29 12:56:00-05:00,2026-06-29 17:56:00+00:00,Northeast,119.2
2026-06-29 14:00:00-05:00,2026-06-29 19:00:00+00:00,2026-06-29 15:00:00-05:00,2026-06-29 20:00:00+00:00,2026-06-29 13:33:08-05:00,2026-06-29 18:33:08+00:00,2026-06-29 13:56:00-05:00,2026-06-29 18:56:00+00:00,Northeast,133.2
2026-06-29 15:00:00-05:00,2026-06-29 20:00:00+00:00,2026-06-29 16:00:00-05:00,2026-06-29 21:00:00+00:00,2026-06-29 14:33:09-05:00,2026-06-29 19:33:09+00:00,2026-06-29 14:56:00-05:00,2026-06-29 19:56:00+00:00,Northeast,145.5
2026-06-29 16:00:00-05:00,2026-06-29 21:00:00+00:00,2026-06-29 17:00:00-05:00,2026-06-29 22:00:00+00:00,2026-06-29 15:33:13-05:00,2026-06-29 20:33:13+00:00,2026-06-29 15:56:00-05:00,2026-06-29 20:56:00+00:00,Northeast,159.9
2026-06-29 17:00:00-05:00,2026-06-29 22:00:00+00:00,2026-06-29 18:00:00-05:00,2026-06-29 23:00:00+00:00,2026-06-29 16:33:14-05:00,2026-06-29 21:33:14+00:00,2026-06-29 16:56:00-05:00,2026-06-29 21:56:00+00:00,Northeast,163.9
2026-06-29 18:00:00-05:00,2026-06-29 23:00:00+00:00,2026-06-29 19:00:00-05:00,2026-06-30 00:00:00+00:00,2026-06-29 17:33:08-05:00,2026-06-29 22:33:08+00:00,2026-06-29 17:56:00-05:00,2026-06-29 22:56:00+00:00,Northeast,170.0
2026-06-29 19:00:00-05:00,2026-06-30 00:00:00+00:00,2026-06-29 20:00:00-05:00,2026-06-30 01:00:00+00:00,2026-06-29 18:33:09-05:00,2026-06-29 23:33:09+00:00,2026-06-29 18:56:00-05:00,2026-06-29 23:56:00+00:00,Northeast,171.2
2026-06-29 20:00:00-05:00,2026-06-30 01:00:00+00:00,2026-06-29 21:00:00-05:00,2026-06-30 02:00:00+00:00,2026-06-29 19:33:13-05:00,2026-06-30 00:33:13+00:00,2026-06-29 19:56:00-05:00,2026-06-30 00:56:00+00:00,Northeast,167.7
2026-06-29 21:00:00-05:00,2026-06-30 02:00:00+00:00,2026-06-29 22:00:00-05:00,2026-06-30 03:00:00+00:00,2026-06-29 20:33:09-05:00,2026-06-30 01:33:09+00:00,2026-06-29 20:56:00-05:00,2026-06-30 01:56:00+00:00,Northeast,161.9
2026-06-29 22:00:00-05:00,2026-06-30 03:00:00+00:00,2026-06-29 23:00:00-05:00,2026-06-30 04:00:00+00:00,2026-06-29 21:33:08-05:00,2026-06-30 02:33:08+00:00,2026-06-29 21:56:00-05:00,2026-06-30 02:56:00+00:00,Northeast,162.0
2026-06-29 23:00:00-05:00,2026-06-30 04:00:00+00:00,2026-06-30 00:00:00-05:00,2026-06-30 05:00:00+00:00,2026-06-29 22:33:08-05:00,2026-06-30 03:33:08+00:00,2026-06-29 22:56:00-05:00,2026-06-30 03:56:00+00:00,Northeast,155.8
2026-06-30 00:00:00-05:00,2026-06-30 05:00:00+00:00,2026-06-30 01:00:00-05:00,2026-06-30 06:00:00+00:00,2026-06-29 23:33:09-05:00,2026-06-30 04:33:09+00:00,2026-06-29 23:56:00-05:00,2026-06-30 04:56:00+00:00,Northeast,164.6
2026-06-30 01:00:00-05:00,2026-06-30 06:00:00+00:00,2026-06-30 02:00:00-05:00,2026-06-30 07:00:00+00:00,2026-06-30 00:33:14-05:00,2026-06-30 05:33:14+00:00,2026-06-30 00:56:00-05:00,2026-06-30 05:56:00+00:00,Northeast,143.9
2026-06-30 02:00:00-05:00,2026-06-30 07:00:00+00:00,2026-06-30 03:00:00-05:00,2026-06-30 08:00:00+00:00,2026-06-30 01:33:09-05:00,2026-06-30 06:33:09+00:00,2026-06-30 01:56:00-05:00,2026-06-30 06:56:00+00:00,Northeast,138.6
2026-06-30 03:00:00-05:00,2026-06-30 08:00:00+00:00,2026-06-30 04:00:00-05:00,2026-06-30 09:00:00+00:00,2026-06-30 02:33:09-05:00,2026-06-30 07:33:09+00:00,2026-06-30 02:56:00-05:00,2026-06-30 07:56:00+00:00,Northeast,128.7
2026-06-30 04:00:00-05:00,2026-06-30 09:00:00+00:00,2026-06-30 05:00:00-05:00,2026-06-30 10:00:00+00:00,2026-06-30 03:33:13-05:00,2026-06-30 08:33:13+00:00,2026-06-30 03:56:00-05:00,2026-06-30 08:56:00+00:00,Northeast,120.3
2026-06-30 05:00:00-05:00,2026-06-30 10:00:00+00:00,2026-06-30 06:00:00-05:00,2026-06-30 11:00:00+00:00,2026-06-30 04:33:13-05:00,2026-06-30 09:33:13+00:00,2026-06-30 04:56:00-05:00,2026-06-30 09:56:00+00:00,Northeast,151.4
2026-06-30 06:00:00-05:00,2026-06-30 11:00:00+00:00,2026-06-30 07:00:00-05:00,2026-06-30 12:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Northeast,108.9
2026-06-30 07:00:00-05:00,2026-06-30 12:00:00+00:00,2026-06-30 08:00:00-05:00,2026-06-30 13:00:00+00:00,2026-06-30 05:33:13-05:00,2026-06-30 10:33:13+00:00,2026-06-30 05:56:00-05:00,2026-06-30 10:56:00+00:00,Northeast,94.4
